resena_id,restaurante,calificacion,texto
596,El Pirata del Sabor Vegano,4,La decoración esta descuidada y la luz muy fuerte. El lugar estaba limpio y las sillas comodas. El personal es amable y resuelve cualquier duda. La música acompana sin tapar la conversacion. El lugar estaba limpio y las sillas comodas. La terraza tiene una vista bonita para la tarde. El lugar estaba limpio y las sillas comodas. Reservas al 6012345678.
597,Paul's Mcarne Feast Palace,5,El plato venia deficiente preparado y la carne seca. Los ingredientes se sentian frescos y la porcion generosa. La presentación del plato acompaña el sabor. Tomaron el pedido rápido y llego sin errores.
598,La Terraza del Chico,3,Hubo demora en la cocina y nadie nos aviso. La decoracion y la luz hacen agradable el espacio. La espera para que tomaran el pedido fue larga. La atención en la mesa estuvo pendiente todo el tiempo. El mesero explicó el menu con paciencia y fue cortes.
599,La Terraza del Chico,5,Las verduras estaban frescas y bien condimentadas. La comida estuvo notable y el sabor de los platos me sorprendió. La atención en la mesa estuvo pendiente todo el tiempo. El plato principal llegó bien preparado y con una sazón muy bueno. Las verduras estaban frescas y bien condimentadas. La atención fue distante y poco cortes. La comida llegó fria y sin sabor. El mesero reviso el pedido antes de traerlo.
600,Muuu Said the Happy Cow,4,"La sazón de la casa es lo mejor del menu. La promocion que anuncian no aplicaba al pagar. Las verduras estaban frescas y bien condimentadas. La promocion que anuncian no aplicaba al pagar. Nos atendieron rápido y con amabilidad. Nos atendieron rápido y con amabilidad. El valor de los platos esta por debajo del promedio de la zona. La comida llegó fria y sin sabor. Vale 12 mil, ojo con eso."
601,Mercado 93,5,Pusimos un reclamo y nadie respondió. Tomaron el pedido rápido y llegó sin errores. Tienen precios claros y la factura llega detallada. Pagar aqui se siente razonable por lo que sirven. El precio es correcto para la calidad que ofrecen. La cuenta fue economica y el valor esta justificado. El costo no corresponde con la calidad. Manejan una promocion de almuerzo que vale la pena. Nos atendieron rápido y con amabilidad. Reservas al 6012345678.
602,Mercado 93,5,La promocion que anuncian no aplicaba al pagar. Tienen precios claros y la factura llega detallada. El mesero se equivocó con el pedido de la mesa. El servicio fue delicioso y el mesero muy atento. La atencion fue distante y poco cortés. El mesero se equivocó con el pedido de la mesa.
603,La Verdura Inquieta,5,La terraza tiene una vista bonita para la tarde. Cobran la propina sin avisar y el valor final sube. La música estaba demasiado alta para conversar. El costo no corresponde con la calidad. Nos ubicaron en la mesa apenas llegamos. La espera para que tomaran el pedido fue larga. Cobran la propina sin avisar y el valor final sube.!!!
604,Mercado 93,5,Habia mucho ruido y el espacio mal ventilado. El espacio es amplio y se siente tranquilo. El sitio no estaba limpio cuando llegamos. La atención fue distante y poco cortés. El ambiente del lugar es excelente y muy acogedor. La atención fue distante y poco cortés. Tomaron el pedido rápido y llego sin errores. Tomaron el pedido rápido y llego sin errores. Reservas al 320 444 9911.
605,El Pirata del Sabor Vegano,5,"Tienen precios claros y la factura llega detallada. Manejan una promocion de almuerzo que vale la pena. El valor de los platos esta por debajo del promedio de la zona. El precio es correcto para la calidad que ofrecen. Nos ubicaron en la mesa apenas llegamos. Vale 40 mil, ojo con eso."
606,Paul's Mcarne Feast Palace,2,Habia mucho ruido y el espacio mal ventilado. El servicio fue excelente y el mesero muy atento. La espera para que tomaran el pedido fue larga. Mas fotos en quejas@laterraza.com.!!!
607,El Pirata del Sabor Vegano,3,El mesero explicó el menu con paciencia y fue cortés. El personal no estaba pendiente de las mesas. La promocion que anuncian no aplicaba al pagar. Tienen precios claros y la factura llega detallada. La cuenta salió cara y la factura traia cobros que no pedimos. El servicio fue mal y tuvimos que llamar varias veces. Tienen precios claros y la factura llega detallada. Llamen al 6012345678 antes de ir.
608,Muuu Said the Happy Cow,4,El presio es correcto para la calidad que ofrecen. Es un lugar económico para el tamaño de las porciones. Nos atendieron rápido y con amabilidad. El valor de los platos esta por debajo del promedio de la zona. Es un lugar económico para el tamaño de las porciones. La cuenta fue de $32.500.
609,Paul's Mcarne Feast Palace,2,"La comida llego fria y sin sabor. El sabor no corresponde a lo que promete la carta. El plato venia regular preparado y la carne seca. La música acompana sin tapar la conversacion. Vale 18 mil, ojo con eso."
610,La Verdura Inquieta,5,La terraza tiene una vista bonita para la tarde. Nos ubicaron en la mesa apenas llegamos. La terraza tiene una vista bonita para la tarde. El mesero explicó el menu con paciencia y fue cortes. El ambiente del lugar es ecxelente y muy acogedor. Escribanme a ana.mesa+resenas@gmail.com si quieren la foto.
611,La Verdura Inquieta,4,El plato principal llegó bien preparado y con una sazon notable. Habia mucho ruido y el espacio mal ventilado. Las mesas estan bien separadas y el sitio es silencioso. Cobran la propina sin avisar y el valor final sube. Probamos el plato picante y el sabor era intenso pero equilibrado. Reservas al 310 555 12 34.
612,El Pirata del Sabor Vegano,3,El postre cerro la comida de forma excelente. El plato principal llegó bien preparado y con una sazón excelente. Probamos el plato picante y el sabor era intenso pero equilibrado. Los ingredientes no se sentian frescos. El postre cerro la comida de forma excelente. Hubo demora en la cocina y nadie nos aviso. Los ingredientes no se sentian frescos. La decoración y la luz hacen agradable el espacio. El postre estaba mal y sin gracia.
613,Vegan Island,3,La música acompaña sin tapar la conversacion. Hubo demora en la cocina y nadie nos aviso. El postre cerro la comnida de forma muy bueno. Tomaron el pedido rápido y llegó sin errores. Los ingredientes no se sentian frescos. Nos atendieron rápido y con amabilidad. El lugar estaba limpio y las sillas comodas. El sabor no corresponde a lo que promete la carta. La terraza estaba cerrada y no avisaron. Escribanme a ana.mesa+resenas@gmail.com si quieren la foto.
614,El Pirata del Sabor Vegano,3,El ambiente era pésimo por el ruido de la calle. El ambiente del lugar es excelente y muy acogedor. La decoración y la luz hacen agradable el espacio.
615,La Terraza del Chico,3,El ambiente era regular por el ruido de la calle. La decoración esta descuidada y la luz muy fuerte. Las verduras estaban frescas y bien condimentadas. El lugar estaba limpio y las sillas comodas. El plato venia deficiente preparado y la carne seca.
616,Muuu Said the Happy Cow,4,La terraza tiene una vista bonita para la tarde. Habia mucho ruido y el espacio mal ventilado. La iluminación del salon es cálida. Las mesas estan bien separadas y el sitio es silencioso. La decoración y la luz hacen agradable el espacio. La decoración esta descuidada y la luz muy fuerte. El espacio es amplio y se siente tranquilo. Las mesas estan bien separadas y el sitio es silencioso.
617,El Pirata del Sabor Vegano,4,El lugar estaba limpio y las sillas comodas. El sabor no corresponde a lo que promete la carta. Nos cobraron un valor distinto al de la carta.
618,La Verdura Inquieta,2,Habia mucho ruido y el espacio mal ventilado. La terraza estaba cerrada y no avisaron. Hubo demora en la cocina y nadie nos aviso. El lugar se sentia estrecho y las sillas incomodas. La música estaba demasiado alta para conversar. El personal es amable y resuelve cualquier duda.
619,El Pirata del Sabor Vegano,4,La comnida llegó fria y sin sabor. El menu tiene variedad y cada plato mantiene la calidad. El postre estaba regular y sin gracia. Reservas al 601 555 1234.
620,Paul's Mcarne Feast Palace,3,La terraza estaba cerrada y no avisaron. El plato venia regular preparado y la carne seca. El sitio no estaba limpio cuando llegamos. El espacio es amplio y se siente tranquilo. La musica estaba demasiado alta para conversar. Pagamos $18.900 en total.
621,Vegan Island,4,Nos ubicaron en la mesa apenas llegamos. El postre estaba regular y sin gracia. El plato venia deficiente preparado y la carne seca. La atención fue distante y poco cortés.
622,Mercado 93,3,Nos ubicaron en la mesa apenas llegamos. Pedimos la carne y quedó en su punto exacto. La sazón del plato quedó desbalanceada y demasiado salada. El plato venia deficiente preparado y la carne seca. La iluminación del salon es calida. Nos ubicaron en la mesa apenas llegamos. Pedimos verduras y llegaron recalentadas.
623,La Verdura Inquieta,2,Los precios subieron y ya no es económico. El lugar se sentia estrecho y las sillas incomodas. El lugar se sentia estrecho y las sillas incomodas. El sabor no corresponde a lo que promete la carta. La decoración esta descuidada y la luz muy fuerte. La decoración esta descuidada y la luz muy fuerte. Manejan una promocion de almuerzo que vale la pena. El descuento del dia deja la cuenta muy barata.
624,Muuu Said the Happy Cow,4,El ambiente del lugar es delicioso y muy acogedor. El lugar estaba limpio y las sillas comodas. La terraza estaba cerrada y no avisaron. La terraza tiene una vista bonita para la tarde. La iluminacion del salon es cálida. Habia mucho ruido y el espacio mal ventilado. El postre cerro la comida de forma delicioso. El lugar estaba limpio y las sillas comodas. La decoración esta descuidada y la luz muy fuerte.
625,Muuu Said the Happy Cow,3,LA COMIDA LLEGÓ FRIA Y SIN SABOR. LA COMIDA LLEGÓ FRIA Y SIN SABOR. LOS INGREDIENTES SE SENTIAN FRESCOS Y LA PORCIÓN GENEROSA. EL POSTRE ESTABA PÉSIMO Y SIN GRACIA. EL SABOR NO CORRESPONDE A LO QUE PROMETE LA CARTA. EL MENU TIENE VARIEDAD Y CADA PLATO MANTIENE LA CALIDAD. LOS INGREDIENTES SE SENTIAN FRESCOS Y LA PORCIÓN GENEROSA. EL PLATO PRINCIPAL LLEGÓ BIEN PREPARADO Y CON UNA SAZÓN EXCELENTE.
626,El Pirata del Sabor Vegano,2,El ambiente era pésimo por el ruido de la calle. La decoracion esta descuidada y la luz muy fuerte. Pagamos mucho por una porcion pequena. La terraza tiene una vista bonita para la tarde. La terraza tiene una vista bonita para la tarde.
627,La Terraza del Chico,3,El ambiente era deficiente por el ruido de la calle. Nos cobraron un valor distinto al de la carta. El ambiente era mal por el ruido de la calle.
628,Paul's Mcarne Feast Palace,3,La terraza estaba cerrada y no avisaron. La comida llegó fria y sin sabor. La iluminación del salon es calida. La comida estuvo notable y el sabor de los platos me sorprendió. La sazón de la casa es lo mejor del menu. El menu tiene variedad y cada plato mantiene la calidad. El plato venia mal preparado y la carne seca. El menu tiene variedad y cada plato mantiene la calidad. La cuenta fue de $76.400.
629,Paul's Mcarne Feast Palace,4,Hubo demora en la cocina y nadie nos aviso. La atencion fue distante y poco cortés. El ambiente del lugar es correcto y muy acogedor. El precio de la carta me parecio mal para lo que sirven. Hubo demora en la cocina y nadie nos aviso. La cuenta fue economica y el valor esta justificado. Tienen precios claros y la factura llega detallada.
630,La Verdura Inquieta,4,La música acompaña sin tapar la conversacion. El espacio es amplio y se siente tranquilo. El sitio no estaba limpio cuando llegamos. Habia mucho ruido y el espacio mal ventilado. El ambiente del lugar es correcto y muy acogedor. La iluminación del salon es cálida. Habia mucho ruido y el espacio mal ventilado. El espacio es amplio y se siente tranquilo.
631,Muuu Said the Happy Cow,3,Nos ubicaron en la mesa apenas llegamos. Tomaron el pedido rápido y llegó sin errores. La terraza estaba cerrada y no avisaron. Tomaron el pedido rápido y llegó sin errores.
632,Vegan Island,4,Nos ubicaron en la mesa apenas llegamos. El mesero se equivocó con el pedido de la mesa. Pusimos un reclamo y nadie respondió. El mesero explico el menu con paciencia y fue cortés. La espera para que tomaran el pedido fue larga. La atención hizo la diferencia en la visita. La atención en la mesa estuvo pendiente todo el tiempo. El mesero reviso el pedido antes de traerlo. El personal es amable y resuelve cualquier duda.
633,Mercado 93,3,El precio es delicioso para la calidad que ofrecen. La promocion que anuncian no aplicaba al pagar. El mesero explicó el menu con paciencia y fue cortes. Pusimos un reclamo y nadie respondio. Pusimos un reclamo y nadie respondio. La atención fue distante y poco cortes. La cuenta salio cara y la factura traia cobros que no pedimos. Hubo demora en la cocina y nadie nos aviso. Tomaron el pedido rapido y llego sin errores.
634,Muuu Said the Happy Cow,3,El lugar se sentia estrecho y las sillas incomodas. El ambiente era pésimo por el ruido de la calle. La iluminación del salon es cálida. Las mesas están bien separadas y el sitio es silencioso. El lugar estaba limpio y las sillas comodas. La terraza tiene una vista bonita para la tarde. La comida llegó fria y sin sabor. La terraza tiene una vista bonita para la tarde.!!!
635,Casa Sazon,5,El mesero explico el menu con paciencia y fue cortés. La atención hizo la diferencia en la visita. El personal es amable y resuelve cualquier duda.
636,El Pirata del Sabor Vegano,2,Los ingredientes se sentian frescos y la porción generosa. Pedimos verduras y llegaron recalentadas. Los ingredientes no se sentian frescos. La porción fue pequena para lo que ofrece el menu. Los ingredientes no se sentian frescos.
637,La Verdura Inquieta,3,El servicio fue excelente y el mesero muy atento. Habia mucho ruido y el espacio mal ventilado. Habia mucho ruido y el espacio mal ventilado. Las mesas están bien separadas y el sitio es silencioso. Probamos el plato picante y el sabor era intenso pero equilibrado. La porcion fue pequena para lo que ofrece el menu.
638,Casa Sazon,2,La sazón del plato quedó desbalanceada y demasiado salada. La sazón de la casa es lo mejor del menu. El sabor no corresponde a lo que promete la carta.
639,El Pirata del Sabor Vegano,4,La comida estuvo ecxelente y el sabor de los platos me sorprendió. El personal es amable y resuelve cualquier duda. La terraza estaba cerrada y no avisaron.
640,Muuu Said the Happy Cow,5,El menu tiene variedad y cada plato mantiene la calidad. La atención fue distante y poco cortés. La porción fue pequena para lo que ofrece el menu. El menu tiene variedad y cada plato mantiene la calidad. El postre cerro la comida de forma muy bueno. Nos atendieron rápido y con amabilidad.
641,Mercado 93,5,La sazón de la casa es lo mejor del menu. La comida estuvo delicioso y el sabor de los platos me sorprendió. El postre cerro la comida de forma delicioso. El menu tiene variedad y cada plato mantiene la calidad. La presentación del plato acompaña el sabor. Los ingredientes se sentian frescos y la porcion generosa. Mas fotos en info@mercado93.co.
642,Vegan Island,4,La terraza tiene una vista bonita para la tarde. La porción fue pequena para lo que ofrece el menu. Probamos el plato picante y el sabor era intenso pero equilibrado. El plato venia mal preparado y la carne seca. La atención fue distante y poco cortés.
643,Vegan Island,3,Tomaron el pedido rápido y llego sin errores. El servicio fue correcto y el mesero muy atento. La comida llego fria y sin sabor. Esperamos mucho tiempo por la cuenta. La atencion fue distante y poco cortés. El postre estaba flojo y sin gracia. Escribanme a quejas@laterraza.com si quieren la foto.
644,La Verdura Inquieta,3,La terraza tiene una vista bonita para la tarde. La comida llego fria y sin sabor. La musica estaba demasiado alta para conversar. El lugar se sentia estrecho y las sillas incomodas. El plato principal llego bien preparado y con una sazón correcto.
645,Casa Sazon,3,El servicio fue pésimo y tuvimos que llamar varias veces. El mesero reviso el pedido antes de traerlo. Los ingredientes no se sentian frescos. El mesero se equivocó con el pedido de la mesa. Tomaron el pedido rápido y llegó sin errores. Pusimos un reclamo y nadie respondió. Tomaron el pedido rápido y llegó sin errores. La espera para que tomaran el pedido fue larga. Llamen al 6012345678 antes de ir.
646,Vegan Island,4,La comida llegó fria y sin sabor. Las mesas están bien separadas y el sitio es silencioso. La presentación del plato acompaña el sabor.
647,La Verdura Inquieta,2,El sitio no estaba limpio cuando llegamos. Los precios subieron y ya no es económico. La decoración y la luz hacen agradable el espacio. Es un lugar económico para el tamano de las porciones. Pagamos mucho por una porcion pequena. Cobran la propina sin avisar y el valor final sube. Los precios subieron y ya no es económico. El descuento del dia deja la cuenta muy barata.
648,La Terraza del Chico,3,El ambiente del lugar es correcto y muy acogedor. El lugar estaba limpio y las sillas comodas. La musica acompana sin tapar la conversacion. El plato venia deficiente preparado y la carne seca.
649,La Terraza del Chico,4,LA PRESENTACIÓN DEL PLATO ACOMPAÑA EL SABOR. LAS VERDURAS ESTABAN FRESCAS Y BIEN CONDIMENTADAS. LA PORCIÓN FUE PEQUENA PARA LO QUE OFRECE EL MENU. LA COMNIDA LLEGÓ FRIA Y SIN SABOR. LA PRESENTACIÓN DEL PLATO ACOMPAÑA EL SABOR. LA ATENCION FUE DISTANTE Y POCO CORTÉS. TOMARON EL PEDIDO RAPIDO Y LLEGÓ SIN ERRORES. PEDIMOS LA CARNE Y QUEDO EN SU PUNTO EXACTO.
650,Muuu Said the Happy Cow,4,El postre estaba regular y sin gracia. Los ingredientes no se sentian frescos. La sazón de la casa es lo mejor del menu. La comida llegó fria y sin sabor. La espera para que tomaran el pedido fue larga.
651,La Verdura Inquieta,4,La decoración y la luz hacen agradable el espacio. El lugar se sentia estrecho y las sillas incomodas. La música estaba demasiado alta para conversar. La sazon de la casa es lo mejor del menu. La música estaba demasiado alta para conversar. El lugar se sentia estrecho y las sillas incomodas. Pagar aqui se siente razonable por lo que sirven. Pagamos $32.500 en total.
652,Mercado 93,2,Hubo demora en la cocina y nadie nos aviso. El personal no estaba pendiente de las mesas. Esperamos mucho tiempo por la cuenta. La espera para que tomaran el pedido fue larga. Manejan una promocion de almuerzo que vale la pena. El mesero explicó el menu con paciencia y fue cortes. Los precios subieron y ya no es económico.
653,La Verdura Inquieta,2,La cuenta salió cara y la factura traia cobros que no pedimos. El precio es correcto para la calidad que ofrecen. El precio es notable para la calidad que ofrecen. Cobran la propina sin avisar y el valor final sube. El costo no corresponde con la calidad. La cuenta salió cara y la factura traia cobros que no pedimos. La promocion que anuncian no aplicaba al pagar. La promocion que anuncian no aplicaba al pagar. Llamen al 3105551234 antes de ir.
654,El Pirata del Sabor Vegano,3,El anbiente era deficiente por el ruido de la calle. La terraza tiene una vista bonita para la tarde. El lugar se sentia estrecho y las sillas incomodas. La decoración esta descuidada y la luz muy fuerte. Las mesas estan bien separadas y el sitio es silencioso. El lugar estaba limpio y las sillas comodas. El lugar estaba limpio y las sillas comodas. Pagar aqui se siente razonable por lo que sirven.
655,Paul's Mcarne Feast Palace,5,La decoración esta descuidada y la luz muy fuerte. Las mesas están bien separadas y el sitio es silencioso. Las mesas están bien separadas y el sitio es silencioso. El lugar estaba limpio y las sillas comodas.
656,Mercado 93,3,Nos cobraron un valor distinto al de la carta. Los precios subieron y ya no es económico. Manejan una promocion de almuerzo que vale la pena. La atención hizo la diferencia en la visita. La atención fue distante y poco cortes. La cuenta salió cara y la factura traia cobros que no pedimos. Cobran la propina sin avisar y el valor final sube. El costo no corresponde con la calidad.
657,Muuu Said the Happy Cow,2,Las verduras estaban frescas y bien condimentadas. El postre cerro la comida de forma correcto. El valor de los platos esta por debajo del promedio de la zona. Las verduras estaban frescas y bien condimentadas. El plato venia regular preparado y la carne seca. La presentación del plato acompaña el sabor. La cuenta salió cara y la factura traia cobros que no pedimos. La promocion que anuncian no aplicaba al pagar. El costo no corresponde con la calidad. Reservas al 320 444 9911.
658,Casa Sazon,2,El lugar estaba limpio y las sillas comodas. El lugar se sentia estrecho y las sillas incomodas. El lugar se sentia estrecho y las sillas incomodas.
659,Paul's Mcarne Feast Palace,3,La atención en la mesa estuvo pendiente todo el tiempo. Pagar aqui se siente razonable por lo que sirven. El personal es amable y resuelve cualquier duda. El servicio fue pésimo y tuvimos que llamar varias veces. Hubo demora en la cocina y nadie nos aviso.
660,Vegan Island,4,La decoración y la luz hacen agradable el espacio. La decoración y la luz hacen agradable el espacio. El ambiente era deficiente por el ruido de la calle. La terraza estaba cerrada y no avisaron. Las mesas están bien separadas y el sitio es silencioso. Habia mucho ruido y el espacio mal ventilado. Habia mucho ruido y el espacio mal ventilado. La música estaba demasiado alta para conversar. La decoración y la luz hacen agradable el espacio.
661,El Pirata del Sabor Vegano,5,Cobran la propina sin avisar y el valor final sube. El plato venia regular preparado y la carne seca. El mesero reviso el pedido antes de traerlo. Nos atendieron rápido y con amabilidad. La decoracion y la luz hacen agradable el espacio. Nos ubicaron en la mesa apenas llegamos. La atención fue distante y poco cortés. Las verduras estaban frescas y bien condimentadas. La atención en la mesa estuvo pendiente todo el tiempo.
662,Vegan Island,2,El postre estaba pésimo y sin gracia. La decoración esta descuidada y la luz muy fuerte. Las mesas están bien separadas y el sitio es silencioso. La decoración esta descuidada y la luz muy fuerte.
663,La Verdura Inquieta,3,LA CUENTA SALIO CARA Y LA FACTURA TRAIA COBROS QUE NO PEDIMOS. LA CUENTA FUE ECONOMICA Y EL VALOR ESTA JUSTIFICADO. LOS PRECIOS SUBIERON Y YA NO ES ECONÓMICO. COBRAN LA PROPINA SIN AVISAR Y EL VALOR FINAL SUBE. LOS PRECIOS SUBIERON Y YA NO ES ECONÓMICO. PAGAR AQUI SE SIENTE RAZONABLE POR LO QUE SIRVEN. COBRAN LA PROPINA SIN AVISAR Y EL VALOR FINAL SUBE. LA CUENTA FUE ECONOMICA Y EL VALOR ESTA JUSTIFICADO. NOS COBRARON UN VALOR DISTINTO AL DE LA CARTA.
664,Mercado 93,1,"Es un lugar económico para el tamano de las porciones. El plato venia deficiente preparado y la carne seca. La promocion que anuncian no aplicaba al pagar. El costo no corresponde con la calidad. Vale 18 mil, ojo con eso."
665,Mercado 93,4,PAGAMOS MUCHO POR UNA PORCIÓN PEQUENA. EL DESCUENTO DEL DIA DEJA LA CUENTA MUY BARATA. EL MESERO SE EQUIVOCÓ CON EL PEDIDO DE LA MESA. EL PRECIO DE LA CARTA ME PARECIO FLOJO PARA LO QUE SIRVEN. TIENEN PRECIOS CLAROS Y LA FACTURA LLEGA DETALLADA. EL PRECIO ES EXCELENTE PARA LA CALIDAD QUE OFRECEN.
666,Muuu Said the Happy Cow,4,El servicio fue delicioso y el mesero muy atento. Pedimos la carne y quedó en su punto exacto. La espera para que tomaran el pedido fue larga. El ambiente del lugar es muy bueno y muy acogedor. El servicio fue notable y el mesero muy atento. La comida estuvo excelente y el sabor de los platos me sorprendió. El mesero explico el menu con paciencia y fue cortés. El precio de la carta me parecio flojo para lo que sirven. El servicio fue pésimo y tuvimos que llamar varias veces.
667,Mercado 93,4,El sabor no corresponde a lo que promete la carta. Los ingredientes se sentian frescos y la porcion generosa. El plato principal llegó bien preparado y con una sazon excelente. La decoración y la luz hacen agradable el espacio. El espacio es amplio y se siente tranquilo.
668,La Verdura Inquieta,5,El mesero explicó el menu con paciencia y fue cortés. La atención en la mesa estuvo pendiente todo el tiempo. La terraza tiene una vista bonita para la tarde. El servicio fue deficiente y tuvimos que llamar varias veces. Tomaron el pedido rápido y llegó sin errores. La atención hizo la diferencia en la visita. La atención fue distante y poco cortés.
669,Casa Sazon,2,El precio de la carta me parecio regular para lo que sirven. El menu tiene variedad y cada plato mantiene la calidad. La sazón del plato quedó desbalanceada y demasiado salada. La porcion fue pequena para lo que ofrece el menu. Habia mucho ruido y el espacio mal ventilado. La terraza estaba cerrada y no avisaron. El plato venia mal preparado y la carne seca.
670,La Verdura Inquieta,3,La atencion hizo la diferencia en la visita. Pagamos mucho por una porción pequena. La cuenta fue economica y el valor esta justificado. La cuenta salió cara y la factura traia cobros que no pedimos. La cuenta fue economica y el valor esta justificado. Es un lugar economico para el tamano de las porciones. La promocion que anuncian no aplicaba al pagar.
671,Vegan Island,4,La sazón de la casa es lo mejor del menu. El postre estaba mal y sin gracia. La comida estuvo notable y el sabor de los platos me sorprendió.
672,Paul's Mcarne Feast Palace,5,La cuenta fue economica y el valor esta justificado. El precio de la carta me parecio deficiente para lo que sirven. La presentación del plato acompaña el sabor. La terraza tiene una vista bonita para la tarde. La cuenta fue economica y el valor esta justificado.
673,El Pirata del Sabor Vegano,4,El precio de la carta me parecio regular para lo que sirven. El menu tiene variedad y cada plato mantiene la calidad. Pagamos mucho por una porción pequena. La cuenta fue economica y el valor esta justificado.
674,La Terraza del Chico,4,El espacio es amplio y se siente tranquilo. La atencion hizo la diferencia en la visita. El servicio fue deficiente y tuvimos que llamar varias veces. La iluminacion del salon es cálida. El ambiente era regular por el ruido de la calle. El espacio es amplio y se siente tranquilo. La atencion fue distante y poco cortés. El espacio es amplio y se siente tranquilo.
675,Paul's Mcarne Feast Palace,4,La musica estaba demasiado alta para conversar. Las mesas estan bien separadas y el sitio es silencioso. Habia mucho ruido y el espacio mal ventilado. Las mesas estan bien separadas y el sitio es silencioso. El sitio no estaba limpio cuando llegamos. El anbiente del lugar es correcto y muy acogedor. Las mesas estan bien separadas y el sitio es silencioso. La terraza estaba cerrada y no avisaron.!!!
676,La Verdura Inquieta,2,El lugar estaba limpio y las sillas comodas. Habia mucho ruido y el espacio mal ventilado. El espacio es amplio y se siente tranquilo. La iluminación del salon es cálida. El sitio no estaba limpio cuando llegamos. El lugar se sentia estrecho y las sillas incomodas. La terraza estaba cerrada y no avisaron. El sitio no estaba limpio cuando llegamos.
677,El Pirata del Sabor Vegano,3,La espera para que tomaran el pedido fue larga. El lugar estaba limpio y las sillas comodas. La terraza estaba cerrada y no avisaron. La terraza tiene una vista bonita para la tarde. La terraza tiene una vista bonita para la tarde. La terraza estaba cerrada y no avisaron. El mesero reviso el pedido antes de traerlo. Es un lugar económico para el tamaño de las porciones. La cuenta fue de $76.400.
678,Mercado 93,2,El plato venia pesimo preparado y la carne seca. Los ingredientes no se sentian frescos. Los ingredientes no se sentian frescos. El postre estaba flojo y sin gracia. El menu tiene variedad y cada plato mantiene la calidad. El postre cerro la comida de forma delicioso. El sabor no corresponde a lo que promete la carta. El postre estaba pesimo y sin gracia.
679,La Terraza del Chico,3,"El mesero se equivocó con el pedido de la mesa. El personal no estaba pendiente de las mesas. Esperamos mucho tiempo por la cuenta. El personal es amable y resuelve cualquier duda. La atención fue distante y poco cortés. La atención fue distante y poco cortés. Vale 18 mil, ojo con eso."
680,Paul's Mcarne Feast Palace,4,El menu tiene variedad y cada plato mantiene la calidad. Pedimos la carne y quedó en su punto exacto. La sazón de la casa es lo mejor del menu. El sabor no corresponde a lo que promete la carta. Las verduras estaban frescas y bien condimentadas. Llamen al 601 555 1234 antes de ir.
681,La Verdura Inquieta,4,El mesero explicó el menu con paciencia y fue cortés. El mesero explicó el menu con paciencia y fue cortés. El personal es amable y resuelve cualquier duda. La espera para que tomaran el pedido fue larga. Pusimos un reclamo y nadie respondio. Tomaron el pedido rapido y llegó sin errores. Hubo demora en la cocina y nadie nos aviso. La atención fue distante y poco cortés. La atención hizo la diferencia en la visita.
682,Vegan Island,4,La espera para que tomaran el pedido fue larga. El mesero reviso el pedido antes de traerlo. Pusimos un reclamo y nadie respondio. Nos atendieron rápido y con amabilidad. La atención en la mesa estuvo pendiente todo el tiempo. El mesero reviso el pedido antes de traerlo. La atención en la mesa estuvo pendiente todo el tiempo.
683,Casa Sazon,4,Habia mucho ruido y el espacio mal ventilado. La música acompaña sin tapar la conversacion. El espacio es amplio y se siente tranquilo. Habia mucho ruido y el espacio mal ventilado. El precio es excelente para la calidad que ofrecen. La iluminación del salon es cálida. Tienen precios claros y la factura llega detallada. El espacio es amplio y se siente tranquilo. El descuento del dia deja la cuenta muy barata.
684,La Verdura Inquieta,3,Los ingredientes se sentian frescos y la porcion generosa. La atención en la mesa estuvo pendiente todo el tiempo. El servicio fue delicioso y el mesero muy atento. El plato venia regular preparado y la carne seca. La comida estuvo muy bueno y el sabor de los platos me sorprendió. El sabor no corresponde a lo que promete la carta. La iluminación del salon es cálida. El ambiente era deficiente por el ruido de la calle. El plato principal llegó bien preparado y con una sazon excelente.
685,La Terraza del Chico,5,Pusimos un reclamo y nadie respondio. El descuento del dia deja la cuenta muy barata. Nos atendieron rapido y con amabilidad. El personal es amable y resuelve cualquier duda. Las mesas están bien separadas y el sitio es silencioso.
686,Paul's Mcarne Feast Palace,3,Los precios subieron y ya no es económico. Pedimos verduras y llegaron recalentadas. El mesero se equivocó con el pedido de la mesa. Pusimos un reclamo y nadie respondió. Tomaron el pedido rápido y llegó sin errores. El mesero se equivocó con el pedido de la mesa. La terraza tiene una vista bonita para la tarde. Hubo demora en la cocina y nadie nos aviso. La cuenta fue economica y el valor esta justificado.
687,Mercado 93,4,La atencion fue distante y poco cortes. La atencion en la mesa estuvo pendiente todo el tiempo. Pusimos un reclamo y nadie respondió. La atencion hizo la diferencia en la visita. El precio de la carta me parecio regular para lo que sirven. La cuenta fue economica y el valor esta justificado. Hubo demora en la cocina y nadie nos aviso.
688,Paul's Mcarne Feast Palace,5,El descuento del dia deja la cuenta muy barata. Tienen precios claros y la factura llega detallada. El precio de la carta me parecio regular para lo que sirven. La terraza estaba cerrada y no avisaron.
689,Vegan Island,5,Los ingredientes se sentian frescos y la porcion generosa. Probamos el plato picante y el sabor era intenso pero equilibrado. Manejan una promocion de almuerzo que vale la pena. La comida estuvo excelente y el sabor de los platos me sorprendió.
